"v1","v2","v3","v4","v5"
209,-3,2.2008881590897,0.739390871021897,5
210,-3,2.76418639661541,0.353969546500593,2
211,-3,-0.447284641747853,0.290023208828643,4
212,-3,-1.72822044763922,0.0322534451261163,2
213,-3,0.545196883433574,0.721614480717108,3
214,-3,-0.731223195338029,0.107495519798249,2
215,-3,0.370456695265621,0.752202933421358,4
216,-3,-1.14246261935168,0.652344438014552,3
217,-3,0.502180411980123,0.636849736561999,1
226,-3,-1.21809765953348,0.137576095992699,1
228,-3,1.94126301925149,0.314834720920771,1
276,-3,-0.918862196108237,0.909859902458265,5
279,-3,1.12432746304308,0.86335736582987,4
289,-3,-0.931403728036877,0.285984197165817,4
108,-4,0.398282284514217,0.52616664278321,3
122,-4,-0.451498276485733,0.00852155429311097,2
123,-4,0.679362892863526,0.917694564210251,4
124,-4,1.34043204027576,0.139688373776153,1
128,-4,1.73704306196515,0.359082797775045,2
129,-4,0.232555686036486,0.0484950598329306,2
130,-4,-1.10481677783402,0.0770987763535231,5
131,-4,-0.744329655466602,0.272769013652578,5
132,-4,1.97569391811183,0.70147134643048,1
136,-4,0.128675725425314,0.903430310077965,5
137,-4,-0.432848469079535,0.965930538019165,5
138,-4,0.513078113012005,0.59236202808097,5
139,-4,-1.41832519329453,0.562761560082436,3
140,-4,-0.419389727633926,0.329273466486484,5
141,-4,-0.824528084886083,0.193464631214738,5
142,-4,-2.52925330739536,0.680887185037136,3
143,-4,0.474413380278143,0.539829531451687,3
144,-4,-0.53755238315941,0.801815708866343,5
178,-4,0.225129714875405,0.056726616807282,2
179,-4,0.858773828666142,0.507609675638378,1
184,-4,-0.0438345558528673,0.0215834188275039,2
185,-4,1.0101447888933,0.202309604501352,4
186,-4,-0.921719960067878,0.972952910233289,1
187,-4,0.0262025485315122,0.554999004583806,1
188,-4,-1.00685666565912,0.802192418603227,4
189,-4,1.29647197817124,0.3254587079864,5
190,-4,0.791865987768324,0.247156816069037,1
191,-4,-1.22344782422974,0.0209199134260416,5
192,-4,0.64561054980139,0.23374337865971,1
193,-4,0.421205304496677,0.835717796115205,2
194,-4,0.6523764030111,0.754629648290575,4
195,-4,2.16122882083053,0.539713168051094,5
196,-4,-0.803047499123773,0.647047888953239,4
200,-4,0.27204055573532,0.519274024525657,4
201,-4,0.812614581450197,0.411088657332584,3
202,-4,-0.15075478542441,0.109170672949404,4
203,-4,-0.384643010791425,0.975353581830859,4
204,-4,0.349099401801275,0.206929939333349,2
205,-4,0.823806858325437,0.569678522180766,1
206,-4,-1.18563007346905,0.87034486560151,4
207,-4,-0.167762178332584,0.468792546074837,5
208,-4,-0.263968941429066,0.0325067886151373,3
209,-4,0.0509817355922006,0.055178715614602,5
210,-4,1.57498862820488,0.942683074390516,4
211,-4,-0.83488799248238,0.294190152548254,2
212,-4,-0.133464250187388,0.662634443026036,1
213,-4,-1.5393885213113,0.626990441931412,3
214,-4,-0.634778543470461,0.230677405605093,5
215,-4,-0.156662651098129,0.544130553724244,4
216,-4,-0.413280154144215,0.519423854304478,1
217,-4,-0.595171336805373,0.351347318384796,2
221,-4,0.353493189583698,0.706627384060994,4
222,-4,-0.0625474221067617,0.687167344149202,2
224,-4,-0.698820747127521,0.742798686958849,5
226,-4,-1.13653808697738,0.837011001072824,2
276,-4,0.697019659118036,0.505224801599979,2
112,-5,-1.117092217892,0.959606307093054,4
113,-5,0.840173113775297,0.946335996733978,1
114,-5,-0.0970279774103012,0.157654798123986,1
116,-5,0.407546082286762,0.633134220959619,4
127,-5,-1.57359893709898,0.743760579498485,4
128,-5,-0.0312608368003928,0.0808211292605847,4
129,-5,0.194676851368289,0.384866909822449,4
130,-5,1.80590441866928,0.988921126583591,4
133,-5,1.0185356959288,0.303643131162971,3
134,-5,-0.412111982730268,0.855840523727238,4
135,-5,2.15858879012581,0.664688040269539,3
136,-5,-1.31453882659669,0.630099951056764,5
137,-5,0.399377852281126,0.403656812384725,3
138,-5,0.334319291267584,0.522118007298559,2
139,-5,1.0568158079115,0.367046386701986,4
140,-5,0.518619006430888,0.530001973500475,2
141,-5,-0.0659467754383401,0.256879725027829,5
142,-5,-0.440970444821094,0.83145680418238,4
143,-5,-1.32777972854305,0.778537547681481,2
144,-5,1.18273202444679,0.0757209148723632,5
172,-5,-0.0214705588523568,0.549808366922662,5
173,-5,-0.608709344124092,0.62590147391893,3
183,-5,0.924139874752361,0.22308803210035,4
184,-5,0.804350975080961,0.143407924100757,1
185,-5,0.279320746874352,0.393711306620389,2
186,-5,-1.66272335321296,0.69000304187648,2
187,-5,0.477518183220547,0.885268894257024,5
188,-5,2.5806526908609,0.314767132746056,5
189,-5,-1.48563310127688,0.169418425299227,5
190,-5,-0.586176811045058,0.695119906915352,3
191,-5,1.13819306503437,0.243504558922723,3
192,-5,0.164595828796166,0.260129563743249,5
193,-5,0.448191625485234,0.430880279745907,3
194,-5,0.332372704401165,0.791420310270041,5
199,-5,-0.368255750478121,0.101449490757659,4
200,-5,0.58957739910496,0.598494094796479,4
201,-5,0.241277489362624,0.564688949147239,4
202,-5,-1.06143443654311,0.766262972727418,5
203,-5,-1.72936150066612,0.148017943371087,3
204,-5,-0.0295592990725893,0.693549209041521,1
205,-5,-2.20258612632975,0.600460877409205,3
206,-5,-0.539816583816239,0.752598907100037,5
207,-5,-0.0967318665253926,0.820615619653836,4
208,-5,2.48794520724546,0.970555409556255,3
209,-5,-2.55418616811636,0.454225548543036,1
210,-5,0.986983885790677,0.100046546664089,4
211,-5,-0.712658699281149,0.125096594449133,2
212,-5,-1.96150080231654,0.00349031831137836,5
213,-5,-1.25494872994457,0.574683600338176,4
214,-5,0.580494591832429,0.31311800214462,2
215,-5,-0.203463056389231,0.250395269133151,1
216,-5,0.0507923242732363,0.691474301507697,1
217,-5,-0.400148582512666,0.349137210519984,5
218,-5,-0.133561998301612,0.254064954584464,3
223,-5,-1.48978604201467,0.515655791619793,1
224,-5,0.883319416939335,0.417803591582924,4
279,-5,1.19584395609907,0.0913832997903228,2
280,-5,0.690597401520781,0.381634960882366,2
281,-5,-1.24232285414443,0.720614254008979,4
282,-5,-0.320429242801516,0.723805328831077,2
283,-5,0.596378265207579,0.209359903819859,3
111,-6,0.515894466812632,0.476578468689695,2
112,-6,-2.24568915528305,0.170286078704521,1
113,-6,-1.51411570067871,0.270614517387003,3
129,-6,-0.756406259478971,0.688204689417034,1
130,-6,-1.86338067138838,0.168697418645024,4
133,-6,0.845944699947492,0.39070858550258,2
134,-6,-0.390085144058439,0.478345938259736,2
135,-6,0.945009824224586,0.89524027868174,2
136,-6,-0.163828824036553,0.743499755859375,1
137,-6,1.31249307935843,0.0326405162923038,3
138,-6,-2.7837200140212,0.981997272931039,4
139,-6,-0.73379516580692,0.145397576736286,1
140,-6,0.911163404517428,0.351349715841934,2
141,-6,0.30904492619712,0.716726888436824,2
142,-6,-0.261404599347179,0.558138526976109,4
143,-6,1.49635455121099,0.940431035589427,2
144,-6,-0.380455825543864,0.328399624209851,2
177,-6,2.61804426122899,0.0388632544782013,4
183,-6,-0.0296801488267941,0.964353559538722,3
184,-6,-0.825207994998044,0.808181686094031,4
187,-6,-0.159248826142607,0.862993034534156,5
188,-6,0.705236225382433,0.810455464757979,1
189,-6,1.28424770393881,0.781898663612083,3
190,-6,0.974226323714498,0.0844755817670375,5
191,-6,-0.888310415002617,0.294202174525708,5
192,-6,-1.93607885995311,0.917826571268961,1
193,-6,0.560440103784749,0.586152438307181,2
194,-6,0.115656774237573,0.947349210036919,5
199,-6,1.72953320201896,0.345432040747255,2
200,-6,0.350347186382407,0.942078625783324,5
201,-6,1.41509429696759,0.641657114494592,4
202,-6,-0.229330092412263,0.387847726698965,1
203,-6,-0.0366532628401963,0.500040481798351,4
204,-6,-0.186885983760585,0.0324827574659139,5
205,-6,1.54367577819898,0.128233031369746,4
206,-6,0.737971217893342,0.514036292443052,3
211,-6,-0.658739396051618,0.321112901205197,4
212,-6,0.0991084996907049,0.309649740345776,1
213,-6,-0.854624897207522,0.350898584583774,4
214,-6,-2.63078975537585,0.756984177976847,2
215,-6,-0.696361472593264,0.163501036120579,2
216,-6,-0.455356546290135,0.232940410962328,4
217,-6,-0.56694670533326,0.786841594381258,3
218,-6,0.845934498418982,0.923092524521053,4
279,-6,-1.5401288947611,0.20751278125681,2
280,-6,-0.319142992044907,0.049183001043275,3
281,-6,0.312449097852212,0.836750508984551,2
282,-6,0.12426405736897,0.40619300538674,3
283,-6,-0.614220681307666,0.700067531317472,2
295,-6,1.2149766482331,0.219283858081326,3
297,-6,2.67216919214594,0.402152363909408,2
298,-6,0.0281144977959849,0.766040418529883,3
111,-7,0.145636264614111,0.051661986624822,5
112,-7,1.35973973731487,0.266892743762583,4
114,-7,0.747889992058458,0.985370711889118,3
130,-7,0.550660689672687,0.00273024220950902,3
135,-7,-1.24723300803573,0.978576878318563,3
136,-7,-0.421979777892305,0.926075004506856,2
141,-7,-1.29949663155509,0.671048644930124,3
143,-7,-0.969806863175914,0.268666033865884,1
176,-7,-1.04150635547274,0.896243759663776,2
178,-7,0.896289895769245,0.641983347712085,2
182,-7,-1.57831466549582,0.291994331171736,3
183,-7,0.267790437180746,0.0328480168245733,3
184,-7,-0.399360881921485,0.869447470875457,2
189,-7,0.27688382469893,0.194229698274285,2
190,-7,-1.23367340708577,0.525953358970582,1
191,-7,0.75357491871566,0.595808095997199,3
192,-7,0.289261020656838,0.776983146555722,1
193,-7,0.675136077100762,0.486702721798792,3
194,-7,-0.775135103508584,0.768241563113406,3
195,-7,-1.0098992344292,0.881010882090777,4
197,-7,-1.63655876306266,0.461670496035367,1
198,-7,-0.597320774650209,0.970207638572901,2
199,-7,-0.825307644524054,0.221663544420153,1
200,-7,0.106474515557641,0.939425060059875,3
201,-7,-0.217414375574229,0.401699972338974,5
202,-7,0.49246276734501,0.70280215353705,2
203,-7,0.605719058942465,0.108543181559071,4
204,-7,0.00745278383487472,0.861362222349271,5
213,-7,0.731433020343089,0.901100700255483,5
214,-7,1.31702094116468,0.648529292782769,3
215,-7,0.616626397015683,0.503675327869132,3
216,-7,0.994443039431021,0.251210493268445,2
217,-7,1.47529893738686,0.0289371262770146,1
277,-7,0.339493889388284,0.152889349497855,2
278,-7,-0.0442079900591391,0.714513597078621,1
279,-7,0.52761755399525,0.900500480318442,5
280,-7,0.469960397697178,0.631423411192372,1
281,-7,0.127009596021746,0.238444308983162,1
282,-7,-0.604434608404726,0.533988960087299,5
283,-7,0.596818586080259,0.667365834582597,2
284,-7,-0.828977736485789,0.821568017825484,5
287,-7,-0.595158479042155,0.0400785333476961,2
290,-7,-0.269232754662,0.606558219064027,4
295,-7,-0.72902946403527,0.147831563372165,1
297,-7,-0.25406540219004,0.23557690391317,5
111,-8,2.36635417116471,0.837753247004002,3
112,-8,0.952528420348608,0.811691760784015,4
116,-8,-0.76214320102614,0.826467530569062,4
140,-8,2.60453202331699,0.244054791284725,2
175,-8,-0.611651343749789,0.624559924239293,1
176,-8,0.22048739456419,0.187367203412578,5
177,-8,1.25888766964456,0.0543465330265462,5
178,-8,1.1645649411449,0.22433797433041,5
180,-8,1.04219718529503,0.855913558742031,3
182,-8,-0.850146832109176,0.524754769168794,1
183,-8,-1.34676611463529,0.128296348266304,3
184,-8,1.41100753821192,0.010364287532866,1
192,-8,-0.0559145688235691,0.0834447238594294,4
193,-8,0.254670045601216,0.808457477018237,4
194,-8,0.457574849650397,0.772712685866281,4
197,-8,-1.74948761699163,0.449976537609473,5
198,-8,-0.123183323251137,0.060695924796164,2
199,-8,0.894270265898345,0.533071069279686,5
200,-8,0.535061252000606,0.506630470044911,4
201,-8,1.25294531768643,0.522816779324785,1
202,-8,-0.438882168070288,0.956727755255997,4
278,-8,-0.0760959072597549,0.746416463283822,2
279,-8,0.0388503611335693,0.479959402233362,3
280,-8,-0.257695602565683,0.421503697987646,3
281,-8,-0.464519887852948,0.219258802011609,4
282,-8,-0.960114933396772,0.942247456638142,4
283,-8,-0.252179812146942,0.987861938774586,2
284,-8,-1.32568780685943,0.540746183367446,5
288,-8,-1.47402986423476,0.636463026283309,3
290,-8,-0.538214312814516,0.205491898581386,4
295,-8,-1.31656795920386,0.146692072972655,2
109,-9,2.29015242053053,0.478598464746028,3
110,-9,0.347130830959287,0.59974780655466,3
111,-9,0.903781653991018,0.587924080435187,5
112,-9,-0.515223073166218,0.26690003159456,3
114,-9,-1.50194074394056,0.0554043354932219,2
115,-9,-0.478039104563162,0.940579376881942,1
116,-9,1.17958616303281,0.101142905652523,4
139,-9,1.0762718602451,0.563775499816984,3
140,-9,-0.830665922130581,0.170286306878552,2
178,-9,-1.96432479796314,0.208753824466839,3
182,-9,-0.353773300476928,0.175664119422436,4
193,-9,-0.296088156467521,0.925389228854328,5
194,-9,0.832714210208246,0.82440671348013,2
195,-9,-0.622948668471996,0.126478923484683,3
196,-9,-1.56494758215447,0.232875878689811,1
201,-9,0.679359157091456,0.250131127191707,5
203,-9,-0.749466090829345,0.868113817414269,3
204,-9,0.316927966278654,0.543581929057837,5
205,-9,-0.187144120343053,0.664591868175194,5
206,-9,-0.444513538884691,0.643536417745054,3
207,-9,0.307533163662043,0.147211123025045,4
208,-9,0.49882690842387,0.3377302326262,4
209,-9,-0.933308725618722,0.293361138319597,2
277,-9,-0.294278741644632,0.982589798979461,5
278,-9,1.08109424179818,0.148582746740431,3
279,-9,-0.268128091621884,0.603662353008986,1
280,-9,-1.4995862506493,0.691570499446243,4
281,-9,-1.1797146245166,0.683906278340146,4
282,-9,0.75223220118687,0.694448666879907,2
283,-9,-0.454721428321007,0.275296254083514,4
285,-9,0.19011293216017,0.647756065009162,1
286,-9,1.5001833406126,0.797073314897716,4
287,-9,1.15893790561497,0.191566354827955,5
288,-9,0.1243548227961,0.507276561344042,2
289,-9,-0.288201541712263,0.0635623394045979,4
290,-9,0.313205561018685,0.276889777975157,2
295,-9,-0.601102619355156,0.630688522942364,1
109,-10,0.173076072274255,0.550529325613752,2
110,-10,1.04037095274877,0.577878946438432,3
111,-10,-0.62299901033185,0.773873611353338,1
112,-10,0.954348314139582,0.0869781484361738,3
115,-10,0.882753092281798,0.21865231054835,2
116,-10,0.718559617100722,0.466230330988765,4
139,-10,0.652242387255895,0.954554163152352,1
140,-10,-0.459653720182662,0.475843403954059,2
176,-10,0.922822509910655,0.407572570024058,5
177,-10,0.510415885453541,0.449094214243814,1
178,-10,-2.51438298362692,0.624809162924066,2
193,-10,0.329713236911024,0.654587890952826,2
194,-10,0.535864349275993,0.688843100564554,5
195,-10,0.32238546519489,0.322542964480817,3
196,-10,-0.0687108305258113,0.479173132684082,4
203,-10,0.608668001700654,0.690114707220346,2
204,-10,-0.5437009475062,0.910864255391061,5
205,-10,1.31028710917763,0.920180170796812,3
206,-10,0.443627790719485,0.299148913705721,3
207,-10,-0.463161459932212,0.771170768653974,2
277,-10,0.859972366935374,0.592488037887961,5
278,-10,1.32810363891631,0.250772531842813,1
279,-10,-0.783486982599745,0.605086488183588,5
280,-10,-0.901448680579803,0.749574506888166,3
281,-10,-0.78851901308991,0.297835098113865,3
282,-10,-1.90306717429583,0.533650997793302,5
285,-10,-0.233165815755455,0.0929491899441928,4
294,-10,-1.64559419470843,0.673447324195877,2
295,-10,1.20890174088062,0.52826778171584,2
133,-11,0.431186559682187,0.415833553532138,5
134,-11,-0.347494859624533,0.495605016360059,1
135,-11,-1.00111019292456,0.892713489476591,2
136,-11,0.677987068014562,0.759181653847918,5
137,-11,0.498629103709437,0.778322054771706,5
140,-11,-0.265753409503318,0.281337361317128,5
145,-11,1.5641733191483,0.565800420939922,3
176,-11,-1.77050810784424,0.570891678100452,5
192,-11,-0.0174661616738813,0.7853725082241,4
195,-11,0.205464770577046,0.546337357256562,4
196,-11,0.606211059949494,0.212047972017899,1
199,-11,-1.04683274489841,0.851102771935984,5
200,-11,0.933505265946082,0.644773258129135,3
207,-11,-0.444819656361051,0.255101774819195,4
216,-11,0.771340157880037,0.624660317786038,5
276,-11,-0.482796020355272,0.709611466620117,3
278,-11,-1.09740652327724,0.853701508371159,1
295,-11,-1.26683537677495,0.226483643986285,3
133,-12,1.16656606703849,0.826750613283366,2
134,-12,0.032233465256746,0.455724200932309,3
135,-12,-1.27403453946496,0.936753720743582,2
136,-12,-0.128391192980474,0.0914416296873242,2
137,-12,-0.775772854325774,0.549015101976693,2
140,-12,-1.35074515292715,0.866922015789896,1
154,-12,0.296969340145102,0.658439484192058,3
156,-12,-0.612971583571387,0.0769340377300978,1
157,-12,-0.853729502899082,0.482416773913428,3
160,-12,1.19533598680608,0.859477881342173,2
161,-12,0.185251365206731,0.910141172120348,2
170,-12,0.403404011743455,0.867803871631622,1
175,-12,1.57359256245169,0.135975923389196,1
192,-12,0.213092279498704,0.127822564449161,5
195,-12,-1.50125706978639,0.184628184419125,2
196,-12,0.442650752025778,0.332670292817056,4
197,-12,1.51944032687936,0.0175283506978303,3
198,-12,-0.517784448578737,0.369597509503365,4
199,-12,2.54520601355036,0.749858593335375,2
200,-12,0.243442040413004,0.69605110026896,2
276,-12,0.251134451233268,0.375203599920496,1
113,-13,0.424318735883183,0.578178318217397,1
114,-13,1.08448534432276,0.0697594995144755,1
134,-13,-1.00754436922229,0.0557755606714636,2
135,-13,1.42475842731415,0.388109604595229,3
136,-13,1.5423961329405,0.563690557144582,2
137,-13,1.44873643510109,0.0111066189128906,4
151,-13,0.370924349639411,0.373900569044054,5
152,-13,-2.53589416437461,0.153221246320754,2
153,-13,-0.00206388873151643,0.723800847306848,2
154,-13,0.613370691906423,0.690985124092549,5
156,-13,0.800779584950544,0.286785704083741,4
157,-13,0.269632359325748,0.837198649067432,3
159,-13,1.41833809828716,0.0669814960565418,4
160,-13,0.839731823875442,0.39200038718991,2
163,-13,0.000811529367983618,0.893335621105507,1
164,-13,-0.61304243769244,0.362571215489879,4
165,-13,-0.886181577645275,0.679717875551432,5
172,-13,1.40593776293364,0.136759893968701,3
175,-13,0.28209593370666,0.919854369480163,1
176,-13,1.35620889909136,0.479229350574315,4
197,-13,-1.94042639327398,0.283238157629967,5
198,-13,-0.668804839804161,0.919694211799651,3
199,-13,-2.06166848584919,0.0908107054419816,4
200,-13,0.56732745293274,0.471098253969103,5
202,-13,0.799150075099551,0.874229420442134,3
203,-13,-0.809332005802021,0.379674998344854,2
204,-13,0.966102407624775,0.23367963032797,5
276,-13,1.18228487325432,0.657951741712168,3
277,-13,1.2031121165131,0.63078875746578,3
278,-13,-0.819505216429085,0.0733979770448059,2
281,-13,-0.284036509609855,0.837111084489152,1
282,-13,1.23108208263474,0.068268348928541,1
283,-13,0.0401650614097703,0.0307313206139952,5
113,-14,1.64772821080525,0.475680508185178,3
114,-14,1.22889207471798,0.717070504790172,1
131,-14,1.07311828848281,0.228562795557082,2
132,-14,-1.03851895054598,0.908761078258976,3
135,-14,0.798922758867952,0.840910081751645,3
136,-14,0.0922089842953983,0.266577357659116,1
149,-14,1.38691146868402,0.684167377417907,2
150,-14,-0.932689440820044,0.913381687598303,1
151,-14,0.0690104443908761,0.291138911619782,5
152,-14,0.370624511355599,0.798556405585259,1
153,-14,0.491180001901603,0.314675414701924,3
154,-14,-0.345318497232943,0.0414014370180666,1
156,-14,1.95871738160004,0.88963062572293,4
157,-14,0.471505835519245,0.32735375710763,1
158,-14,-1.1294535244064,0.676800699904561,3
159,-14,-2.42498159092147,0.981729043880478,5
160,-14,0.0999982667892401,0.0523551811929792,1
162,-14,0.795534482185088,0.492968105012551,1
163,-14,0.696133764519312,0.956034013768658,2
164,-14,0.0261145897138333,0.65658684563823,2
165,-14,-0.376915718065559,0.289872170658782,4
166,-14,-0.322838308023174,0.972159850178286,3
167,-14,0.798079698148998,0.581716415705159,3
168,-14,-0.340340454716673,0.0492466343566775,4
175,-14,1.5857867320496,0.602789390832186,2
176,-14,-0.530057638555606,0.281695533543825,1
192,-14,1.94475078464316,0.741185164544731,5
195,-14,0.365942605947246,0.13775971182622,2
197,-14,0.0717652799138269,0.126119576394558,2
198,-14,-1.39904118842245,0.198953040177003,1
199,-14,1.11550333786715,0.714402393205091,1
200,-14,-0.118232692943543,0.300381919369102,3
202,-14,-0.718385360300887,0.0685887965373695,1
203,-14,-1.10446961590556,0.784398956457153,1
204,-14,-0.00790055935338612,0.746218940941617,2
275,-14,-0.46206711584021,0.652057391125709,2
276,-14,0.977700009702307,0.388472411083058,4
277,-14,0.383761463345476,0.60537010896951,4
278,-14,-1.02303440933919,0.0840505384840071,2
281,-14,-0.474203746061126,0.8669619995635,4
282,-14,-0.0378012593949961,0.103003919124603,4
283,-14,0.278057648466928,0.428353465627879,2
111,-15,-0.65031257160433,0.797107848804444,3
112,-15,1.25944580751475,0.981995353009552,2
113,-15,-0.494572480392259,0.693492501275614,5
114,-15,-0.135970470622594,0.874240618431941,3
131,-15,0.323478989780038,0.573327117133886,4
132,-15,0.193847965706737,0.411694249371067,4
149,-15,-0.770288009135083,0.397588732419536,4
150,-15,0.0534261027363287,0.151065489742905,3
151,-15,1.02325123482573,0.778361590579152,2
152,-15,-1.37612124507185,0.639864913886413,5
153,-15,-0.72583944912264,0.27063730568625,5
155,-15,1.37309455527624,0.308317185612395,3
156,-15,1.77916376218504,0.464442427037284,2
157,-15,0.468510069013963,0.0128319784998894,2
158,-15,-2.61282769758743,0.104389023967087,3
159,-15,0.594146598383368,0.071008886443451,3
162,-15,-0.0729361948342147,0.307700222358108,2
163,-15,0.810027436075086,0.300515490351245,1
164,-15,-0.24144383123764,0.428016979014501,3
165,-15,-1.1769014078447,0.402318879961967,2
166,-15,-0.464772694524624,0.090698582585901,3
167,-15,-0.21469996447969,0.933327056001872,4
